"Dispensing.Practice","IMD","Average.payments.per.weighted.patient"
"Non-dispensing",10.63627742,145.39
"Non-dispensing",29.39670907,107.4
"Non-dispensing",19.56982591,132.84
"Non-dispensing",31.39783681,147.5
"Non-dispensing",32.00762549,121.82
"Non-dispensing",29.84584646,130.25
"Non-dispensing",23.87840875,149.9
"Non-dispensing",14.48957617,144.78
"Non-dispensing",27.75838589,144.24
"Non-dispensing",29.89203949,134.96
"Non-dispensing",16.11674618,165.19
"Non-dispensing",28.13328739,167.44
"Non-dispensing",22.56017037,154.89
"Non-dispensing",15.87800962,143.96
"Non-dispensing",25.19913224,128.01
"Non-dispensing",22.94418927,148.49
"Non-dispensing",25.35713701,175.5
"Non-dispensing",27.58854513,149.88
"Non-dispensing",25.22605733,131.89
"Non-dispensing",32.39449452,192.87
"Non-dispensing",26.79984094,150.72
"Non-dispensing",31.96811862,135.76
"Non-dispensing",23.69761192,134.63
"Non-dispensing",23.84148718,148.44
"Non-dispensing",25.71192619,157.28
"Non-dispensing",22.07939794,136.88
"Non-dispensing",23.4061516,172.84
"Non-dispensing",15.29842499,142.18
"Non-dispensing",23.45713046,148.68
"Non-dispensing",29.47538903,155.1
"Non-dispensing",15.65500074,133.8
"Non-dispensing",30.67584401,137.82
"Non-dispensing",18.64971886,152.92
"Non-dispensing",22.753714,148.95
"Non-dispensing",26.03739065,141.65
"Non-dispensing",27.83839335,130.04
"Non-dispensing",21.20944037,146.59
"Non-dispensing",28.71242522,157.84
"Non-dispensing",25.88859492,149.42
"Non-dispensing",12.28731895,141.17
"Non-dispensing",7.779796225,151.77
"Non-dispensing",22.59806453,122.46
"Non-dispensing",30.13516393,133.41
"Non-dispensing",9.967134693,136.66
"Non-dispensing",29.7073692,143.19
"Non-dispensing",26.29171156,176.77
"Non-dispensing",24.50815231,141.02
"Non-dispensing",21.54902595,127.08
"Non-dispensing",34.10400213,134.8
"Non-dispensing",14.36611495,165.88
"Non-dispensing",32.86675154,138.42
"Non-dispensing",31.8843081,129.73
"Non-dispensing",21.90966842,130.78
"Non-dispensing",28.92203657,129.76
"Non-dispensing",24.65685355,154
"Non-dispensing",25.71545869,128.72
"Non-dispensing",30.43796205,128.17
"Non-dispensing",31.53210454,134.2
"Non-dispensing",32.3712031,155.72
"Non-dispensing",27.31845425,124.97
"Non-dispensing",34.03515015,137.22
"Non-dispensing",30.45572033,161.63
"Non-dispensing",27.28402723,144.77
"Non-dispensing",26.42610855,154.06
"Non-dispensing",28.83988733,139.72
"Non-dispensing",28.99192508,147.87
"Non-dispensing",33.60229116,190.03
"Non-dispensing",29.82655815,125.62
"Non-dispensing",29.04718657,146.31
"Non-dispensing",40.38580774,135.7
"Non-dispensing",30.79535627,130.59
"Non-dispensing",35.09767964,155.88
"Non-dispensing",33.52521255,167.13
"Non-dispensing",32.65687397,133.58
"Non-dispensing",27.34309635,141.5
"Non-dispensing",31.95336736,224.31
"Non-dispensing",30.14300942,123.83
"Non-dispensing",31.51288795,152.29
"Non-dispensing",31.88955978,134.78
"Non-dispensing",29.13190684,145.04
"Non-dispensing",31.16066497,119.32
"Non-dispensing",35.02960218,130.24
"Non-dispensing",32.88599554,128.39
"Non-dispensing",29.46169184,136.71
"Non-dispensing",31.05415187,324.37
"Non-dispensing",28.48963616,136.7
"Non-dispensing",37.85288119,132.61
"Non-dispensing",28.45536553,131.86
"Non-dispensing",33.56594298,128.58
"Non-dispensing",30.77106442,142.93
"Non-dispensing",30.62224233,133.15
"Non-dispensing",28.34961969,124.57
"Non-dispensing",26.63251449,127.28
"Non-dispensing",32.29892496,134.05
"Non-dispensing",36.96414568,125.17
"Non-dispensing",34.9958734,117.21
"Non-dispensing",35.07677985,171.04
"Non-dispensing",27.58862432,147.48
"Non-dispensing",31.73442173,145.6
"Non-dispensing",27.30837769,153.98
"Non-dispensing",28.3207893,154.15
"Non-dispensing",15.70284767,141.81
"Non-dispensing",30.88227361,122.83
"Non-dispensing",29.25184564,153.44
"Non-dispensing",31.7815647,118.52
"Non-dispensing",27.60124982,144.87
"Non-dispensing",33.31012459,133.92
"Non-dispensing",28.47298004,144.16
"Non-dispensing",31.50351364,141.23
"Non-dispensing",29.73432049,147.34
"Non-dispensing",34.46281053,157.42
"Non-dispensing",28.72819429,161.35
"Non-dispensing",37.1990865,129.04
"Non-dispensing",30.13015277,147.68
"Non-dispensing",28.47966682,211.2
"Non-dispensing",25.56141603,135.95
"Non-dispensing",33.14704243,137.96
"Non-dispensing",30.2007466,108.86
"Non-dispensing",35.03143235,136.9
"Non-dispensing",29.73013048,161.57
"Non-dispensing",31.92278903,137.58
"Non-dispensing",28.37000232,124.85
"Non-dispensing",30.30496467,139.22
"Non-dispensing",36.34277404,142.52
"Non-dispensing",34.14792103,175.01
"Non-dispensing",40.38823419,145.49
"Non-dispensing",35.47591825,156.02
"Non-dispensing",35.97813796,435.63
"Non-dispensing",31.92701513,168.79
"Non-dispensing",31.45388035,131.72
"Non-dispensing",15.76660815,166.79
"Non-dispensing",28.66962644,157.02
"Non-dispensing",27.93856602,139.63
"Non-dispensing",19.45966639,138.44
"Non-dispensing",16.07278582,181.37
"Non-dispensing",35.23996769,144.72
"Non-dispensing",28.14366271,182.96
"Non-dispensing",27.35234071,144.76
"Non-dispensing",33.15813645,124.1
"Non-dispensing",32.704049,115.35
"Non-dispensing",28.71188798,147.74
"Non-dispensing",29.96562998,166.3
"Non-dispensing",27.19155425,127.22
"Non-dispensing",28.08005415,149.05
"Non-dispensing",32.96025004,146.89
"Non-dispensing",29.31061753,133.8
"Non-dispensing",29.3017103,126.3
"Non-dispensing",30.8872464,144.05
"Non-dispensing",29.41721347,130.21
"Non-dispensing",27.79373567,115.12
"Non-dispensing",32.76749848,126.1
"Non-dispensing",17.92926404,133.47
"Non-dispensing",31.93028458,147.92
"Non-dispensing",31.85366183,135.29
"Non-dispensing",28.63978544,126.01
"Non-dispensing",28.50206247,146.6
"Non-dispensing",30.80753018,147.67
"Non-dispensing",36.26633655,170.8
"Non-dispensing",34.63704853,144.19
"Non-dispensing",30.47965254,158.52
"Non-dispensing",30.63874337,150.55
"Non-dispensing",28.6573059,146.78
"Non-dispensing",11.2971406,132.07
"Non-dispensing",28.50214349,180.26
"Non-dispensing",25.50466313,180.31
"Non-dispensing",29.70735403,80.35
"Non-dispensing",28.11633919,144.19
"Non-dispensing",28.36934533,100.51
"Non-dispensing",17.56104256,210.77
"Non-dispensing",30.14852096,152.45
"Non-dispensing",34.42875816,142.72
"Non-dispensing",33.26813739,149.23
"Non-dispensing",35.69703782,124.49
"Non-dispensing",30.4933372,170.01
"Non-dispensing",30.25287659,141.44
"Non-dispensing",38.45923485,134.06
"Non-dispensing",14.15166785,134.32
"Non-dispensing",12.59618141,129.74
"Non-dispensing",38.8623864,0.01
"Non-dispensing",40.73923137,136.6
"Non-dispensing",14.81047297,127.34
"Non-dispensing",33.65411397,161.39
"Non-dispensing",18.21297867,132.52
"Non-dispensing",39.20556395,150.37
"Non-dispensing",17.4304916,134.98
"Non-dispensing",40.85766913,128.81
"Non-dispensing",32.82696992,137.72
"Non-dispensing",14.60424136,127.03
"Non-dispensing",12.0305377,145.51
"Non-dispensing",25.6618251,124.58
"Non-dispensing",12.04280509,133.11
"Non-dispensing",36.37470152,121.15
"Non-dispensing",38.62486694,151.44
"Non-dispensing",34.57374886,134.3
"Non-dispensing",28.88646546,112.86
"Non-dispensing",32.60716366,138.68
"Non-dispensing",29.4696083,136.79
"Non-dispensing",21.57577416,138.92
"Non-dispensing",12.57225266,130.5
"Non-dispensing",29.55778589,123.77
"Non-dispensing",31.32124775,131.03
"Non-dispensing",18.6389414,132.85
"Non-dispensing",28.33126413,138.84
"Non-dispensing",17.57623806,136.29
"Non-dispensing",32.45926222,129.18
"Non-dispensing",20.22239405,133.97
"Non-dispensing",41.35455087,143.31
"Non-dispensing",33.8257231,132.32
"Non-dispensing",15.21983942,131.08
"Non-dispensing",35.14048289,125.23
"Non-dispensing",33.91339731,127.52
"Non-dispensing",24.81528803,136.75
"Non-dispensing",18.14458527,133.44
"Non-dispensing",28.90255837,137.38
"Non-dispensing",32.63399367,124.89
"Non-dispensing",38.11958921,143.71
"Non-dispensing",30.31241252,125.35
"Non-dispensing",18.84182607,133.05
"Non-dispensing",33.43233367,155.06
"Non-dispensing",21.44647436,134.09
"Non-dispensing",36.36430478,149.04
"Non-dispensing",16.35902883,137.11
"Non-dispensing",16.1671825,135.25
"Non-dispensing",26.71597314,132.07
"Non-dispensing",21.56833554,120.4
"Non-dispensing",19.44559673,131.46
"Non-dispensing",35.64723747,136.45
"Non-dispensing",26.43720964,77.91
"Non-dispensing",19.32119376,134.82
"Non-dispensing",24.35781359,127.28
"Non-dispensing",27.22013967,124.38
"Non-dispensing",22.91335914,126.34
"Non-dispensing",13.56056244,136.69
"Non-dispensing",15.88702358,156.82
"Non-dispensing",16.9981014,140.08
"Non-dispensing",30.27433663,145.05
"Non-dispensing",13.08383116,139.98
"Non-dispensing",10.59183297,125.24
"Non-dispensing",22.41196111,135.04
"Non-dispensing",10.25271414,150.48
"Non-dispensing",24.18554062,137.89
"Non-dispensing",11.33302862,135.3
"Non-dispensing",20.07039826,145.08
"Non-dispensing",22.42006673,135.86
"Non-dispensing",17.59630017,139.32
"Non-dispensing",27.22611152,167.68
"Non-dispensing",11.74721022,136.99
"Non-dispensing",23.62618167,126.79
"Non-dispensing",22.53471989,170.01
"Non-dispensing",28.98334978,144.49
"Non-dispensing",32.96449318,122.11
"Non-dispensing",20.60821931,141.87
"Non-dispensing",25.40438552,138.33
"Non-dispensing",27.30232194,130.74
"Non-dispensing",21.74032236,206.21
"Non-dispensing",26.91868728,130.71
"Non-dispensing",15.73346964,132.98
"Non-dispensing",26.32995647,130.91
"Non-dispensing",11.33002784,143.45
"Non-dispensing",11.48239321,140.01
"Non-dispensing",26.01373002,153.31
"Non-dispensing",20.35462149,135.38
"Non-dispensing",14.29127003,134.31
"Non-dispensing",24.517346,148.2
"Non-dispensing",13.37745618,134.54
"Non-dispensing",18.98714964,127.15
"Non-dispensing",28.35436272,189.6
"Non-dispensing",19.41685554,131.45
"Non-dispensing",27.74640747,142.05
"Non-dispensing",26.08509386,212.09
"Non-dispensing",17.9520639,138.47
"Non-dispensing",21.88618967,142.13
"Non-dispensing",22.32104399,156.61
"Non-dispensing",13.26738459,136.94
"Non-dispensing",27.96080573,133.81
"Non-dispensing",25.24201548,145.58
"Non-dispensing",24.56121402,161.52
"Non-dispensing",19.88175314,125.28
"Non-dispensing",23.96292982,142.65
"Non-dispensing",12.17635787,138.69
"Non-dispensing",21.46890103,131.74
"Non-dispensing",26.88962485,165.5
"Non-dispensing",26.03858931,132.02
"Non-dispensing",17.86543614,144.79
"Non-dispensing",23.04419196,127.8
"Non-dispensing",12.27951912,125.79
"Non-dispensing",22.10778104,133.58
"Non-dispensing",27.62390719,168.55
"Non-dispensing",28.72587362,148.98
"Non-dispensing",25.3700291,133.73
"Non-dispensing",15.35891244,134.93
"Non-dispensing",24.92272213,129.89
"Non-dispensing",22.18897949,139.49
"Non-dispensing",15.53231195,134.23
"Non-dispensing",22.63042329,223.87
"Non-dispensing",27.98967675,142.81
"Non-dispensing",18.66882299,140.53
"Non-dispensing",11.91286381,133.72
"Non-dispensing",27.49164972,136.89
"Non-dispensing",17.31356158,129.01
"Non-dispensing",27.62372202,143.69
"Non-dispensing",20.49856691,139.37
"Non-dispensing",17.23196778,158.79
"Non-dispensing",20.35299604,134.85
"Non-dispensing",21.62805793,164.88
"Non-dispensing",24.28125261,162.94
"Non-dispensing",13.20114574,161.66
"Non-dispensing",33.76829137,158.02
"Non-dispensing",11.81988908,160.71
"Non-dispensing",15.43268612,171.7
"Non-dispensing",27.81661526,160.75
"Non-dispensing",20.21026325,182.31
"Non-dispensing",16.2322447,150.49
"Non-dispensing",26.45381036,156.53
"Non-dispensing",25.4619882,169.76
"Non-dispensing",14.30704284,150.27
"Non-dispensing",8.168020632,184.6
"Non-dispensing",13.96677379,156.49
"Non-dispensing",21.64133437,167.73
"Non-dispensing",16.12214361,156.69
"Dispensing",10.43884622,203.33
"Non-dispensing",25.15591512,150.81
"Non-dispensing",13.81375003,170.22
"Dispensing",10.91701394,142.27
"Dispensing",28.15027258,191.05
"Non-dispensing",14.08837181,168.57
"Non-dispensing",15.35059359,137.31
"Non-dispensing",11.25996225,164.71
"Non-dispensing",10.96548831,200.08
"Non-dispensing",19.60641011,178.11
"Non-dispensing",18.00692238,194.82
"Non-dispensing",8.141112127,137.79
"Non-dispensing",25.9172308,181.12
"Non-dispensing",11.40855407,150.59
"Non-dispensing",8.872816935,147.94
"Non-dispensing",18.60392598,201.7
"Non-dispensing",23.07213838,170.9
"Non-dispensing",16.39067215,135.02
"Non-dispensing",37.17695197,192.27
"Non-dispensing",20.09427164,148.63
"Non-dispensing",18.59128442,173.42
"Dispensing",26.33140681,304.01
"Dispensing",13.26722089,311.46
"Non-dispensing",30.98341099,153.31
"Non-dispensing",8.286628774,177.99
"Dispensing",17.54033806,324.39
"Non-dispensing",20.82501927,192.49
"Non-dispensing",25.61531611,151
"Non-dispensing",17.23800872,149.44
"Non-dispensing",16.54617106,148.81
"Non-dispensing",19.58213498,110.01
"Non-dispensing",21.46434218,186.84
"Non-dispensing",31.36510142,159.09
"Non-dispensing",37.42277548,138.22
"Non-dispensing",10.54215671,141.18
"Dispensing",19.83758904,188.72
"Dispensing",14.77980678,231.03
"Non-dispensing",16.30908532,146.27
"Non-dispensing",27.9659206,136.16
"Dispensing",27.486923,216.26
"Non-dispensing",10.58615232,143.23
"Dispensing",15.74554198,325.44
"Dispensing",10.71858263,203.78
"Non-dispensing",29.77755334,167.84
"Dispensing",29.83372195,150.06
"Non-dispensing",29.30523856,160.39
"Non-dispensing",15.72793348,205.71
"Dispensing",13.7177851,195.04
"Non-dispensing",19.31331631,177.67
"Dispensing",12.56341526,253.13
"Non-dispensing",24.57348906,198.3
"Non-dispensing",29.57750925,141.86
"Dispensing",11.77682872,336.51
"Non-dispensing",15.96741124,164.09
"Non-dispensing",19.81464396,153.69
"Non-dispensing",38.50559964,141.08
"Non-dispensing",12.46836924,134.86
"Non-dispensing",32.71993041,131.88
"Non-dispensing",40.49298377,146.57
"Non-dispensing",22.29690744,142.3
"Non-dispensing",46.01855287,188.39
"Non-dispensing",26.36642945,173.31
"Non-dispensing",26.89784594,130.55
"Non-dispensing",21.57680909,131.35
"Non-dispensing",24.54925148,148.43
"Dispensing",7.458136918,165.32
"Non-dispensing",23.97149258,153.04
"Non-dispensing",30.39949039,135.18
"Non-dispensing",8.753484703,144.48
"Non-dispensing",18.76531973,134.64
"Non-dispensing",18.70831183,135.4
"Dispensing",16.10070626,173.67
"Non-dispensing",31.38881108,166.38
"Non-dispensing",20.15081126,133.8
"Dispensing",14.01145143,174.79
"Non-dispensing",42.54419792,175.13
"Non-dispensing",12.21250057,147.53
"Non-dispensing",10.81869991,152.1
"Non-dispensing",19.6643284,143.7
"Non-dispensing",22.66884003,327.76
"Non-dispensing",21.30335665,153.11
"Non-dispensing",14.71997948,154.1
"Non-dispensing",25.21255142,132.24
"Non-dispensing",24.54575227,126.39
"Non-dispensing",18.10475096,147.03
"Dispensing",12.10234715,172.34
"Non-dispensing",18.43751328,176.1
"Non-dispensing",21.49752761,158.32
"Non-dispensing",10.3375442,144.01
"Non-dispensing",13.29680484,166.41
"Non-dispensing",24.84360288,132.2
"Non-dispensing",37.07743042,154.9
"Non-dispensing",22.35721266,142.5
"Non-dispensing",20.89155038,162.22
"Non-dispensing",23.39344538,156.56
"Non-dispensing",22.75555147,133.62
"Non-dispensing",44.52913403,136.89
"Dispensing",19.68170633,309.78
"Dispensing",12.61045773,212.47
"Non-dispensing",15.40543933,146.52
"Dispensing",46.67402809,167.03
"Non-dispensing",17.7201765,155.26
"Dispensing",12.73702506,158.5
"Dispensing",19.56599263,198.61
"Non-dispensing",26.61261371,145.27
"Non-dispensing",17.08210115,162.74
"Non-dispensing",33.40434149,145.13
"Non-dispensing",40.43799523,147.21
"Non-dispensing",19.9910158,139.12
"Non-dispensing",20.03196371,151.13
"Non-dispensing",14.49846759,370.82
"Dispensing",9.39197891,186.44
"Dispensing",8.356083657,194.4
"Non-dispensing",22.67828913,137.46
"Dispensing",22.14092882,173.84
"Non-dispensing",22.93684263,169.91
"Non-dispensing",21.99606115,149.82
"Dispensing",18.82040269,139.39
"Non-dispensing",16.3199924,166.21
"Non-dispensing",20.1577126,169.35
"Non-dispensing",31.19569796,126.34
"Non-dispensing",17.17132635,400.29
"Dispensing",14.23365017,177.67
"Non-dispensing",19.68231161,144.27
"Dispensing",20.27672046,301.52
"Non-dispensing",36.64805431,136.68
"Dispensing",12.35513461,153.24
"Dispensing",16.4485736,271.23
"Dispensing",20.14236329,283.88
"Non-dispensing",23.38137647,157.38
"Non-dispensing",11.20220211,135.16
"Non-dispensing",14.18428516,158.15
"Non-dispensing",18.77539139,140.02
"Dispensing",15.2112852,155.96
"Non-dispensing",42.54260101,196.46
"Dispensing",13.70726325,259.41
"Dispensing",19.59999728,208.28
"Non-dispensing",23.12595173,133.43
"Non-dispensing",6.970444461,135.28
"Non-dispensing",17.51192869,152.25
"Dispensing",15.83510643,142.67
"Non-dispensing",28.09303454,128.52
"Dispensing",15.90570514,232.23
"Non-dispensing",17.72470746,147.02
"Dispensing",26.21654321,147.43
"Non-dispensing",12.34273837,145.69
"Non-dispensing",19.78084968,166.63
"Dispensing",10.68023986,250.68
"Non-dispensing",21.28315564,142.79
"Dispensing",22.53716497,142.78
"Non-dispensing",34.10960751,248.7
"Non-dispensing",10.33966958,153.21
"Non-dispensing",31.05235575,143.4
"Non-dispensing",27.2356168,154.65
"Non-dispensing",9.925711006,145.94
"Non-dispensing",11.13915379,151.84
"Non-dispensing",19.34827011,146.74
"Non-dispensing",23.91338967,136.54
"Non-dispensing",10.52584493,307.39
"Dispensing",16.59440037,272.95
"Dispensing",13.72663013,249.93
"Non-dispensing",21.92541204,141.67
"Non-dispensing",23.03897632,146.34
"Non-dispensing",39.03239118,130.25
"Non-dispensing",11.56561613,170.94
"Non-dispensing",13.06026701,131.11
"Non-dispensing",9.828898327,144.78
"Dispensing",12.05044945,216.49
"Non-dispensing",17.04988219,158.78
"Non-dispensing",16.52081183,168.3
"Non-dispensing",15.94487689,169.08
"Non-dispensing",15.03366683,154.55
"Non-dispensing",15.09295299,140.26
"Dispensing",12.18667732,218.8
"Dispensing",13.65142365,158.74
"Non-dispensing",27.77379576,158.8
"Non-dispensing",14.76204256,131.78
"Dispensing",19.67422333,321.31
"Non-dispensing",23.26807137,181.59
"Dispensing",11.54730144,211.74
"Non-dispensing",26.73042908,126.78
"Non-dispensing",9.125680847,133.13
"Non-dispensing",24.44337851,151.12
"Non-dispensing",21.64700128,125.7
"Dispensing",17.59069808,177.41
"Non-dispensing",29.60484065,132.11
"Dispensing",12.50088826,212.66
"Non-dispensing",17.39987519,149.35
"Non-dispensing",15.91821377,151.69
"Non-dispensing",20.25040072,144.3
"Non-dispensing",10.16335131,139.72
"Dispensing",12.54815191,257.31
"Dispensing",14.88648691,182.35
"Dispensing",16.43637894,283.9
"Non-dispensing",20.73469867,126.22
"Non-dispensing",31.57272615,138.96
"Non-dispensing",25.28738459,148.17
"Dispensing",16.19684789,264.81
"Dispensing",14.18482287,182.52
"Non-dispensing",23.12968389,143.18
"Non-dispensing",19.11267387,142.52
"Non-dispensing",13.96086621,143.59
"Non-dispensing",38.30410792,127.26
"Non-dispensing",21.69520362,160.97
"Non-dispensing",15.15283237,132.86
"Non-dispensing",32.07047296,150.36
"Non-dispensing",23.76238418,127.83
"Non-dispensing",24.40934829,120.09
"Non-dispensing",18.38635277,137.24
"Dispensing",15.84887616,171.79
