"Practice.Code","Year","TOTAL_PATIENTS","TOTAL_GP_EXTGL_HC","TOTAL_GP_EXTGL_FTE","IMD","IMD_quintile"
"M86015","2020",13411,8,6.1,23.76615,"3"
"M86015","2021",13591.6666666667,8,6.5,23.76615,"3"
"M86015","2022",13622.7,7,6.3,23.76615,"3"
"M86015","2023",13768.0833333333,7,6,23.76615,"3"
"M86015","2024",13851.7,5,4.7,23.76615,"3"
"M86016","2016",4744,2,1.8,41.8878466525,"5"
"M86016","2017",4768,2,1.8,40.694124535,"5"
"M86016","2018",4865,3,2.2,39.5004024175,"5"
"M86016","2019",4958,2,1.4,38.3066803,"5"
"M86016","2020",12822,5,5,38.3066803,"5"
"M86016","2021",15096.3333333333,5,4.7,38.3066803,"5"
"M86016","2022",19070.5,5,4.6,38.3066803,"5"
"M86016","2023",19785,5,4.8,38.3066803,"5"
"M86016","2024",20753.2,6,5.2,38.3066803,"5"
"M86017","2016",9806,6,7.9,27.1990288025,"4"
"M86017","2017",9831,5,5.7,26.196980825,"4"
"M86017","2018",9774,8,7.9,25.1949328475,"4"
"M86017","2019",9790,6,6.8,24.19288487,"3"
"M86017","2020",9645,5,6.1,24.19288487,"3"
"M86017","2021",9810.33333333333,6,6.4,24.19288487,"3"
"M86017","2022",10129.9,6,6.4,24.19288487,"3"
"M86017","2023",10466.0833333333,6,5.8,24.19288487,"3"
"M86017","2024",10543.1,6,5,24.19288487,"3"
"M86018","2016",11187,8,5.2,21.0440693875,"3"
"M86018","2017",11331,6,4,21.029485255,"3"
"M86018","2018",11505,8,5.2,21.0149011225,"3"
"M86018","2019",11570,6,4.5,21.00031699,"3"
"M86018","2020",11648,7,4.9,21.00031699,"3"
"M86018","2021",11707.3333333333,7,4.9,21.00031699,"3"
"M86018","2022",11794.3,7,4.9,21.00031699,"3"
"M86018","2023",11830.0833333333,7,4.9,21.00031699,"3"
"M86018","2024",12030.8,7,4.9,21.00031699,"3"
"M86019","2016",5163,3,4,21.9378270775,"3"
"M86019","2017",5070,3,4,21.537390905,"3"
"M86019","2018",4960,3,4,21.1369547325,"3"
"M86019","2019",4909,3,4,20.73651856,"3"
"M86019","2020",4733,2,2.7,20.73651856,"3"
"M86019","2021",4586,2,2.7,20.73651856,"3"
"M86019","2022",4524,2,2.7,20.73651856,"3"
"M86019","2023",4477.25,2,2.7,20.73651856,"3"
"M86019","2024",4497.4,2,2.7,20.73651856,"3"
"M86020","2016",7994,4,2,55.4009272225,"5"
"M86020","2017",8331,3,2,53.795648925,"5"
"M86020","2018",8618,3,2,52.1903706275,"5"
"M86020","2019",8862,3,2.4,50.58509233,"5"
"M86020","2020",8750,4,3.3,50.58509233,"5"
"M86020","2021",8592.66666666667,3,2.5,50.58509233,"5"
"M86020","2022",8409.5,5,3.2,50.58509233,"5"
"M86020","2023",8100.25,4,2.5,50.58509233,"5"
"M86020","2024",7911.9,5,3,50.58509233,"5"
"M86021","2016",7198,6,4.4,21.635762455,"3"
"M86021","2017",7061,5,3.7,21.65937194,"3"
"M86021","2018",7038,5,3.8,21.682981425,"3"
"M86021","2019",7030,6,4.6,21.70659091,"3"
"M86021","2020",6984,6,3.2,21.70659091,"3"
"M86021","2021",7010.33333333333,6,3.3,21.70659091,"3"
"M86021","2022",6918.7,6,3.3,21.70659091,"3"
"M86021","2023",6984.75,6,3.1,21.70659091,"3"
"M86021","2024",7165.7,6,3.1,21.70659091,"3"
"M86022","2016",2818,1,1,33.8591196,"4"
"M86022","2017",3115,1,1,33.8591196,"5"
"M86022","2018",3322,1,1,33.8591196,"5"
"M86022","2019",0,1,1,33.8591196,"5"
"M86023","2016",5789,0,0,23.1188084175,"3"
"M86023","2017",5837,4,3.3,22.835954765,"3"
"M86023","2018",5720,4,3.3,22.5531011125,"3"
"M86023","2019",5534,3,2.4,22.27024746,"3"
"M86023","2020",5354,2,1.7,22.27024746,"3"
"M86023","2021",5112.5,NA,NA,22.27024746,"3"
"M86026","2016",3293,0,0,35.60095319,"5"
"M86026","2017",3338,0,0,35.60095319,"5"
"M86026","2018",3126,1,1,35.60095319,"5"
"M86027","2016",6839,3,2.6,16.718857045,"2"
"M86027","2017",7071,3,2.6,16.52693708,"2"
"M86027","2018",7751,5,3.3,16.335017115,"2"
"M86027","2019",8772,4,3.1,16.14309715,"2"
"M86027","2020",9575,3,2.5,16.14309715,"2"
"M86027","2021",10609.3333333333,3,2.5,16.14309715,"2"
"M86027","2022",11052.9,3,2.6,16.14309715,"2"
"M86027","2023",11822.0833333333,5,3.7,16.14309715,"2"
"M86027","2024",12631.2,6,4.4,16.14309715,"2"
"M86028","2016",3505,1,0.8,39.9722533025,"5"
"M86028","2017",3480,1,0.8,38.892189975,"5"
"M86028","2018",3429,1,0.8,37.8121266475,"5"
"M86028","2019",3431,1,0.8,36.73206332,"5"
"M86028","2020",3404,1,0.8,36.73206332,"5"
"M86028","2021",3399.66666666667,1,0.8,36.73206332,"5"
"M86028","2022",3459.7,1,0.8,36.73206332,"5"
"M86028","2023",3382.75,1,0.8,36.73206332,"5"
"M86028","2024",3314.3,1,0.8,36.73206332,"5"
"M86029","2016",14775,7,5.6,17.6298442975,"2"
"M86029","2017",16934,7,5.1,17.517938425,"2"
"M86029","2018",18725,8,5.8,17.4060325525,"2"
"M86029","2019",19535,8,5.8,17.29412668,"2"
"M86029","2020",20299,7,5.1,17.29412668,"2"
"M86029","2021",18990.6666666667,9,6.6,17.29412668,"2"
"M86029","2022",19059.1,8,5.9,17.29412668,"2"
"M86029","2023",19816.6666666667,8,5.3,17.29412668,"2"
"M86029","2024",20816.7,9,5.8,17.29412668,"2"
"M86030","2016",6599,3,2.6,15.1744641,"2"
"M86030","2017",6905,3,2.6,14.87500781,"2"
"M86030","2018",7027,3,2.6,14.57555152,"2"
"M86030","2019",7262,3,2.6,14.27609523,"2"
"M86030","2020",7325,3,2.6,14.27609523,"2"
"M86030","2021",7036,2,2.2,14.27609523,"2"
"M86030","2022",6786.6,2,1.8,14.27609523,"2"
"M86030","2023",6432.08333333333,1,1,14.27609523,"2"
"M86030","2024",6016.6,1,1,14.27609523,"2"
"M86032","2016",11855,9,5.2,27.95327893,"4"
"M86032","2017",12180,7,4.7,27.80534063,"4"
"M86032","2018",12351,5,3.7,27.65740233,"4"
"M86032","2019",12772,5,3.7,27.50946403,"4"
"M86032","2020",12985,7,4.8,27.50946403,"4"
"M86032","2021",12958,7,4.8,27.50946403,"4"
"M86032","2022",12690.4,7,5,27.50946403,"4"
"M86032","2023",12005.4166666667,7,5,27.50946403,"4"
"M86032","2024",12131.3,7,5,27.50946403,"4"
"M86033","2016",3804,4,2.1,42.337948635,"5"
"M86033","2017",3858,4,2.3,40.85388713,"5"
"M86033","2018",3939,4,2.3,39.369825625,"5"
"M86033","2019",4136,4,2.9,37.88576412,"5"
"M86033","2020",4154,4,2.9,37.88576412,"5"
"M86033","2021",4183,3,2.6,37.88576412,"5"
"M86033","2022",4156.3,3,2.2,37.88576412,"5"
"M86033","2023",4169.5,3,2.5,37.88576412,"5"
"M86033","2024",4291.5,4,2.5,37.88576412,"5"
"M86034","2016",7726,5,4.1,22.1115137,"3"
"M86034","2018",10771,5,4.1,22.14907982,"3"
"M86034","2019",11219,6,5.1,22.16786288,"3"
"M86034","2020",10916,5,4.2,22.16786288,"3"
"M86034","2021",10749,7,5.9,22.16786288,"3"
"M86034","2022",10664.3,7,6.1,22.16786288,"3"
"M86034","2023",10445.4166666667,7,6.1,22.16786288,"3"
"M86034","2024",10421.1,7,6.1,22.16786288,"3"
"M86035","2016",3993,2,2,43.7443248375,"5"
"M86035","2017",4553,3,2.4,42.742391745,"5"
"M86035","2018",7980,5,3.6,41.7404586525,"5"
"M86035","2019",7923,3,2.1,40.73852556,"5"
"M86035","2020",7851,2,1.6,40.73852556,"5"
"M86035","2021",7708,2,1.6,40.73852556,"5"
"M86035","2022",7860.9,2,1.6,40.73852556,"5"
"M86035","2023",8067.33333333333,2,1.6,40.73852556,"5"
"M86035","2024",8235.6,2,1.6,40.73852556,"5"
"M86037","2016",3501,1,0.9,19.2952289525,"3"
"M86037","2017",3603,1,0.9,18.655978275,"3"
"M86037","2018",3683,1,0.9,18.0167275975,"2"
"M86037","2019",3824,1,0.9,17.37747692,"2"
"M86037","2020",3910,1,1,17.37747692,"2"
"M86037","2021",3880.66666666667,1,1,17.37747692,"2"
"M86037","2022",3885.3,1,1,17.37747692,"2"
"M86037","2023",3957.25,1,1,17.37747692,"2"
"M86037","2024",3959.4,1,1,17.37747692,"2"
"M86038","2016",3506,2,0.9,21.07567678,"3"
"M86038","2017",3368,2,0.9,20.43324225,"3"
"M86038","2018",3237,2,0.9,19.79080772,"3"
"M86038","2019",3208,2,0.9,19.14837319,"3"
"M86038","2020",3082,2,1.3,19.14837319,"3"
"M86038","2021",2968.33333333333,2,1.2,19.14837319,"3"
"M86038","2022",2898,2,1.2,19.14837319,"3"
"M86038","2023",2849.83333333333,2,1.2,19.14837319,"3"
"M86038","2024",2786.6,3,1.6,19.14837319,"3"
"M86039","2016",3900,4,1.1,12.34309234,"1"
"M86039","2017",3975,0,0,12.39252158,"1"
"M86039","2018",4064,0,0,12.44195082,"1"
"M86039","2019",4186,NA,NA,12.49138006,"1"
"M86039","2020",4276,NA,NA,12.49138006,"1"
"M86039","2021",4387.33333333333,NA,NA,12.49138006,"1"
"M86039","2022",4510.5,1,0.2,12.49138006,"1"
"M86039","2023",4588.75,1,0.3,12.49138006,"1"
"M86039","2024",4673.3,1,0.3,12.49138006,"1"
"M86040","2016",5243,2,1.8,21.1196754825,"3"
"M86040","2017",5360,2,1.9,20.922307555,"3"
"M86040","2018",5411,2,1.9,20.7249396275,"3"
"M86040","2019",5340,2,1.9,20.5275717,"3"
"M86040","2020",5208,2,1.9,20.5275717,"3"
"M86040","2021",5017,2,1.9,20.5275717,"3"
"M86040","2022",4701.9,2,1.9,20.5275717,"3"
"M86040","2023",4487.5,2,1.9,20.5275717,"3"
"M86040","2024",4211.1,2,1.9,20.5275717,"3"
"M86041","2016",3655,1,1,26.69855982,"4"
"M86041","2017",4055,1,1,27.03575007,"4"
"M86041","2018",4253,1,1,27.37294032,"4"
"M86041","2019",7856,1,1,27.71013057,"4"
"M86041","2020",7932,2,2,27.71013057,"4"
"M86041","2021",8357.33333333333,2,2,27.71013057,"4"
"M86041","2022",8683.4,3,2.4,27.71013057,"4"
"M86041","2023",9071.83333333333,3,2.7,27.71013057,"4"
"M86041","2024",9588.5,4,3.2,27.71013057,"4"
"M86044","2016",3917,2,2.5,28.3652597525,"4"
"M86044","2017",4025,2,2.5,27.598048605,"4"
"M86044","2018",4129,2,2.5,26.8308374575,"4"
"M86044","2019",4207,2,2.2,26.06362631,"4"
"M86044","2020",4172,2,2.2,26.06362631,"4"
"M86044","2021",3981.33333333333,2,2.2,26.06362631,"4"
"M86044","2022",4005.3,2,2.2,26.06362631,"4"
"M86044","2023",4041.83333333333,2,2.2,26.06362631,"4"
"M86044","2024",4483.7,2,2.4,26.06362631,"4"
"M86045","2016",7192,4,3.5,37.2671632025,"5"
"M86045","2017",7207,4,3.5,36.237224035,"5"
"M86045","2018",7200,4,3.5,35.2072848675,"5"
"M86045","2019",7192,4,3.5,34.1773457,"5"
"M86045","2020",7145,4,3.5,34.1773457,"5"
"M86045","2021",7238.33333333333,4,3.5,34.1773457,"5"
"M86045","2022",7346.9,4,3.5,34.1773457,"5"
"M86045","2023",7491.41666666667,4,3.5,34.1773457,"5"
"M86045","2024",7669.5,4,3.5,34.1773457,"5"
"M86046","2016",4592,3,2.4,22.90886025,"3"
"M86046","2017",4730,3,2.2,22.32111405,"3"
"M86046","2018",4860,3,2.2,21.73336785,"3"
"M86046","2019",4986,3,2.2,21.14562165,"3"
"M86046","2020",5148,3,2.2,21.14562165,"3"
"M86046","2021",5250.33333333333,3,2.2,21.14562165,"3"
"M86046","2022",5322.1,3,2.2,21.14562165,"3"
"M86046","2023",5455.33333333333,3,2,21.14562165,"3"
"M86046","2024",5468.7,3,2,21.14562165,"3"
"M86048","2016",4969,3,3,33.229305995,"4"
"M86048","2017",5291,3,3,32.72679728,"4"
"M86048","2018",6705,2,2.4,32.224288565,"4"
"M86048","2019",7214,4,3.2,31.72177985,"4"
"M86048","2020",7446,5,3.8,31.72177985,"4"
"M86048","2021",7605.66666666667,4,3.2,31.72177985,"4"
"M86048","2022",7703.5,3,1.9,31.72177985,"4"
"M86048","2023",7816.75,3,1.8,31.72177985,"4"
"M86048","2024",8071.1,5,3.1,31.72177985,"4"
"M86604","2016",2065,1,1.3,46.4872,"5"
"M86605","2016",3004,2,1.6,22.7690279125,"3"
"M86605","2017",2993,1,0.8,22.431823485,"3"
"M86605","2018",2931,1,0.8,22.0946190575,"3"
"M86605","2019",2807,1,0.8,21.75741463,"3"
"M86605","2020",2887,2,1.4,21.75741463,"3"
"M86605","2021",2823,1,0.9,21.75741463,"3"
"M86605","2022",2881,2,0.8,21.75741463,"3"
"M86605","2023",2922.91666666667,2,0.8,21.75741463,"3"
"M86605","2024",2929.8,2,0.7,21.75741463,"3"
"M86607","2016",2346,0,0,32.67384832,"4"
"M86607","2017",2395,0,0,32.67384832,"4"
"M86610","2016",1845,1,1.2,28.8096897525,"4"
"M86610","2017",1862,1,1.2,27.826424885,"4"
"M86610","2018",1929,1,1.2,26.8431600175,"4"
"M86610","2019",1941,1,1.2,25.85989515,"4"
"M86610","2020",2045,1,1.2,25.85989515,"4"
"M86610","2021",2191.33333333333,1,1.2,25.85989515,"4"
"M86610","2022",2357.3,1,1.2,25.85989515,"4"
"M86610","2023",2525.75,1,1.2,25.85989515,"4"
"M86610","2024",2817.9,1,1.2,25.85989515,"4"
"M86612","2016",2590,0,0,40.30388749,"5"
"M86612","2017",2617,0,0,39.18277498,"5"
"M86612","2018",2705,1,1,38.06166247,"5"
"M86612","2019",2690,1,1,36.94054996,"5"
"M86612","2020",2719,1,1,36.94054996,"5"
"M86612","2021",2927.66666666667,1,1,36.94054996,"5"
"M86612","2022",3139.3,1,1,36.94054996,"5"
"M86612","2023",3412.08333333333,1,1,36.94054996,"5"
"M86612","2024",3694.5,1,1,36.94054996,"5"
"M86613","2016",2911,1,1,33.7379265325,"4"
"M86613","2017",3170,1,1,32.679437205,"4"
"M86613","2018",3404,1,1,31.6209478775,"4"
"M86613","2019",3665,1,1,30.56245855,"4"
"M86617","2016",2756,1,1,34.45499641,"5"
"M86617","2017",2790,0,0,33.38579203,"4"
"M86617","2018",2834,0,0,32.31658765,"4"
"M86617","2019",2864,1,1.1,31.24738327,"4"
"M86617","2020",2834,1,1.1,31.24738327,"4"
"M86617","2021",2871.33333333333,1,1.1,31.24738327,"4"
"M86617","2022",2905.3,1,1.1,31.24738327,"4"
"M86617","2023",3120.58333333333,1,1.1,31.24738327,"4"
"M86617","2024",3730.7,1,1.1,31.24738327,"4"
"M86621","2016",1509,3,1.4,41.18735467,"5"
"M86621","2017",1542,3,1.4,41.18735467,"5"
"M86622","2016",2809,3,1.9,13.6895703925,"2"
"M86622","2017",2805,3,1.9,13.645179315,"2"
"M86622","2018",2702,3,1.9,13.6007882375,"2"
"M86622","2019",2673,3,1.9,13.55639716,"2"
"M86622","2020",2789,3,1.9,13.55639716,"2"
"M86622","2021",2847.33333333333,3,1.9,13.55639716,"2"
"M86622","2022",2974.5,3,1.9,13.55639716,"2"
"M86622","2023",3111.33333333333,2,1,13.55639716,"2"
"M86622","2024",3273.6,2,0.8,13.55639716,"2"
"M86624","2016",8304,4,3.5,34.560415005,"5"
"M86624","2017",8634,4,3.5,34.07247632,"5"
"M86624","2018",8921,4,3.5,33.584537635,"5"
"M86624","2019",9224,4,3.5,33.09659895,"4"
"M86624","2020",9514,4,3.5,33.09659895,"5"
"M86624","2021",9434.33333333333,5,4.7,33.09659895,"5"
"M86624","2022",9573.1,5,4.7,33.09659895,"5"
"M86624","2023",9975.75,5,4.9,33.09659895,"5"
"M86624","2024",10968.1,5,5.1,33.09659895,"5"
"M86627","2016",4854,1,0.7,37.8935082525,"5"
"M86627","2017",5204,1,0.7,37.090563335,"5"
"M86627","2018",5501,2,1.2,36.2876184175,"5"
"M86627","2019",5830,2,1.2,35.4846735,"5"
"M86627","2020",6140,2,1.2,35.4846735,"5"
"M86627","2021",6213.33333333333,3,1.8,35.4846735,"5"
"M86627","2022",6265.4,3,1.8,35.4846735,"5"
"M86627","2023",6455.83333333333,3,1.8,35.4846735,"5"
"M86627","2024",6803.2,2,1.6,35.4846735,"5"
"M86629","2016",2363,1,0.7,25.21161555,"3"
"M86629","2017",2293,2,1.6,25.21161555,"3"
"M86633","2016",4385,2,2.1,40.409123425,"5"
"M86633","2017",4479,2,2.1,39.56957537,"5"
"M86633","2018",4677,2,2.1,38.730027315,"5"
"M86633","2019",4813,2,2.1,37.89047926,"5"
"M86633","2020",4930,2,2.1,37.89047926,"5"
"M86633","2021",5049,2,2.1,37.89047926,"5"
"M86633","2022",5201.3,2,2.1,37.89047926,"5"
"M86633","2023",5345.91666666667,2,2.1,37.89047926,"5"
"M86633","2024",5476.4,2,2,37.89047926,"5"
"M86638","2016",5082,3,3.7,23.6343682575,"3"
"M86638","2017",5090,3,3.7,23.422258815,"3"
"M86638","2018",5187,3,3.7,23.2101493725,"3"
"M86638","2019",5331,4,4.6,22.99803993,"3"
"M86638","2020",5589,3,3.7,22.99803993,"3"
"M86638","2021",5854.33333333333,3,3.7,22.99803993,"3"
"M86638","2022",6044.7,4,4.9,22.99803993,"3"
"M86638","2023",6247.58333333333,5,5.8,22.99803993,"3"
"M86638","2024",6565.1,4,5.2,22.99803993,"3"
"M87001","2016",7436,3,3,13.8869626675,"2"
"M87001","2017",7396,3,3,14.190949535,"2"
"M87001","2018",7298,3,3,14.4949364025,"2"
"M87001","2019",7285,3,3,14.79892327,"2"
"M87001","2020",7162,3,3,14.79892327,"2"
"M87001","2021",7074.66666666667,3,3,14.79892327,"2"
"M87001","2022",6932.3,3,3,14.79892327,"2"
"M87001","2023",6816.66666666667,3,3,14.79892327,"2"
"M87001","2024",6755.8,3,3,14.79892327,"2"
"M87002","2016",5852,2,2.7,11.42859513,"1"
"M87002","2017",5802,2,2.7,11.42859513,"1"
"M87002","2018",5757,2,2.7,11.42859513,"1"
"M87003","2016",14676,11,10.4,10.26291685,"1"
"M87003","2017",14717,10,9.2,10.45407988,"1"
"M87003","2018",14572,10,9.2,10.64524291,"1"
"M87003","2019",14543,10,9.2,10.83640594,"1"
"M87003","2020",14419,12,9.9,10.83640594,"1"
"M87003","2021",19745,13,10.5,10.83640594,"1"
"M87003","2022",19851.2,12,10.6,10.83640594,"1"
"M87003","2023",19681.9166666667,14,11.6,10.83640594,"1"
"M87003","2024",19279.3,11,9.8,10.83640594,"1"
"M87005","2016",9679,6,4.1,18.1938469925,"2"
"M87005","2017",9652,7,4.5,18.553307725,"2"
"M87005","2018",9768,8,4.9,18.9127684575,"3"
"M87005","2019",9887,9,6.1,19.27222919,"3"
"M87005","2020",9886,8,5.6,19.27222919,"3"
"M87005","2021",10169.3333333333,8,5.5,19.27222919,"3"
"M87005","2022",10931.7,8,5.4,19.27222919,"3"
"M87005","2023",11719.0833333333,8,4.8,19.27222919,"3"
"M87005","2024",12467.1,7,4.1,19.27222919,"3"
"M87006","2016",7087,4,3.9,32.789538945,"4"
"M87006","2017",7144,4,3.9,33.08322543,"4"
"M87006","2018",7384,6,5.1,33.376911915,"4"
"M87006","2019",7429,6,5.2,33.6705984,"5"
"M87006","2020",7785,6,5.2,33.6705984,"5"
"M87006","2021",8091,6,5.2,33.6705984,"5"
"M87006","2022",8256.6,6,5.2,33.6705984,"5"
"M87006","2023",8344.66666666667,5,4.9,33.6705984,"5"
"M87006","2024",8481.1,6,5.2,33.6705984,"5"
"M87007","2016",9397,5,4.3,21.4734579475,"3"
"M87007","2017",9697,5,4.3,21.687516505,"3"
"M87007","2018",10638,5,4.4,21.9015750625,"3"
"M87007","2019",10892,5,4.4,22.11563362,"3"
"M87007","2020",11206,5,4.2,22.11563362,"3"
"M87007","2021",11240.3333333333,5,4.2,22.11563362,"3"
"M87007","2022",11371.6,6,4.5,22.11563362,"3"
"M87007","2023",11490.9166666667,6,4.8,22.11563362,"3"
"M87007","2024",11556.4,6,4.8,22.11563362,"3"
"M87008","2016",7751,5,3.4,16.7242768125,"2"
"M87008","2017",7674,4,3.1,17.101503935,"2"
"M87008","2018",7727,4,3.2,17.4787310575,"2"
"M87008","2019",7703,3,2.3,17.85595818,"2"
"M87008","2020",7667,5,3.4,17.85595818,"2"
"M87008","2021",7811.33333333333,5,3.4,17.85595818,"2"
"M87008","2022",8053.6,6,3.6,17.85595818,"2"
"M87008","2023",8232.83333333333,5,3.3,17.85595818,"2"
"M87008","2024",8351.4,5,3.2,17.85595818,"2"
"M87009","2016",17855,12,9.7,25.670361555,"4"
"M87009","2017",17706,10,8.6,26.11647979,"4"
"M87009","2018",17536,11,9.6,26.562598025,"4"
"M87009","2019",17364,9,8,27.00871626,"4"
"M87009","2020",17267,9,8,27.00871626,"4"
"M87009","2021",17169,8,7,27.00871626,"4"
"M87009","2022",17150.5,10,8.1,27.00871626,"4"
"M87009","2023",17106.75,11,8.7,27.00871626,"4"
"M87009","2024",16917.8,8,6.6,27.00871626,"4"
"M87010","2016",8298,6,8.3,33.5246108375,"4"
"M87010","2017",8167,6,8.3,34.033400605,"5"
"M87010","2018",8123,5,6.9,34.5421903725,"5"
"M87010","2019",8208,5,6.9,35.05098014,"5"
"M87010","2020",8203,4,5.5,35.05098014,"5"
"M87010","2021",8184.33333333333,5,6.1,35.05098014,"5"
"M87010","2022",8278.9,4,5,35.05098014,"5"
"M87010","2023",8507.5,4,5,35.05098014,"5"
"M87010","2024",8779.5,4,4,35.05098014,"5"
"M87011","2016",24842,17,16,15.5328282225,"2"
"M87011","2017",25450,18,16.8,15.640738195,"2"
"M87011","2018",25991,16,14.8,15.7486481675,"2"
"M87011","2019",31613,23,20.4,15.85655814,"2"
"M87011","2020",31746,19,17.2,15.85655814,"2"
"M87011","2021",31214.3333333333,20,17.6,15.85655814,"2"
"M87011","2022",30429.4,20,17.8,15.85655814,"2"
"M87011","2023",29418.75,18,14.2,15.85655814,"2"
"M87011","2024",28299.8,18,13.6,15.85655814,"2"
"M87012","2016",7695,3,3.2,40.8418145125,"5"
"M87012","2017",7639,4,4.3,40.924847225,"5"
"M87012","2018",7726,4,4.3,41.0078799375,"5"
"M87012","2019",7633,4,4.3,41.09091265,"5"
"M87012","2020",7578,4,4.3,41.09091265,"5"
"M87012","2021",7518.33333333333,4,4.3,41.09091265,"5"
"M87012","2022",7420.9,4,4.1,41.09091265,"5"
"M87012","2023",7288.75,3,2.9,41.09091265,"5"
"M87012","2024",7195.3,3,2.8,41.09091265,"5"
"M87013","2016",11117,7,5.5,30.9565755525,"4"
"M87013","2017",11230,8,6.3,31.270638665,"4"
"M87013","2018",11361,5,4.5,31.5847017775,"4"
"M87013","2019",11374,9,7.8,31.89876489,"4"
"M87013","2020",11474,8,6.8,31.89876489,"4"
"M87013","2021",11517.3333333333,9,7.6,31.89876489,"4"
"M87013","2022",11393.1,11,8.7,31.89876489,"4"
"M87013","2023",11334.4166666667,9,6.8,31.89876489,"4"
"M87013","2024",11344.4,9,6,31.89876489,"4"
"M87014","2016",6818,5,3.8,12.88108443,"2"
"M87014","2017",6876,5,3.5,13.1468322,"2"
"M87014","2018",6960,6,4.1,13.41257997,"2"
"M87014","2019",7100,6,4.1,13.67832774,"2"
"M87014","2020",7198,7,4.4,13.67832774,"2"
"M87014","2021",7341.66666666667,6,3.9,13.67832774,"2"
"M87014","2022",7496.4,6,3.9,13.67832774,"2"
"M87014","2023",7665.08333333333,6,3.9,13.67832774,"2"
"M87014","2024",7868.5,6,3.9,13.67832774,"2"
"M87015","2016",8789,7,6.3,20.2166883575,"3"
"M87015","2017",8810,6,5.4,20.509138025,"3"
"M87015","2018",8818,5,4.7,20.8015876925,"3"
"M87015","2019",8765,6,5.3,21.09403736,"3"
"M87015","2020",8763,6,4.9,21.09403736,"3"
"M87015","2021",8689.66666666667,6,4.1,21.09403736,"3"
"M87015","2022",8585,6,4.2,21.09403736,"3"
"M87015","2023",8408.33333333333,3,2.3,21.09403736,"3"
"M87015","2024",8246.2,4,2.5,21.09403736,"3"
"M87016","2016",6215,3,3.2,22.7653593875,"3"
"M87016","2017",6143,3,3.2,22.966738205,"3"
"M87016","2018",6642,3,3.2,23.1681170225,"3"
"M87016","2019",6732,3,3.2,23.36949584,"3"
"M87016","2020",6792,3,3.2,23.36949584,"3"
"M87016","2021",6867.66666666667,3,3.2,23.36949584,"3"
"M87016","2022",6910.8,3,3.2,23.36949584,"3"
"M87016","2023",6943.83333333333,3,3.2,23.36949584,"3"
"M87016","2024",6959.9,3,3.2,23.36949584,"3"
"M87017","2016",8425,3,3,41.410324525,"5"
"M87017","2017",8823,4,3.9,41.83552288,"5"
"M87017","2018",8888,3,2.9,42.260721235,"5"
"M87017","2019",8760,3,2.9,42.68591959,"5"
"M87017","2020",8573,3,2.9,42.68591959,"5"
"M87017","2021",8419.33333333333,3,3,42.68591959,"5"
"M87017","2022",8405.3,4,3.4,42.68591959,"5"
"M87017","2023",8292.33333333333,4,3.4,42.68591959,"5"
"M87017","2024",8324.6,4,3.4,42.68591959,"5"
"M87018","2016",5959,4,3.7,16.22394239,"2"
"M87018","2017",6021,4,3.7,16.32815971,"2"
"M87018","2018",6044,4,3.7,16.43237703,"2"
"M87018","2019",5969,5,4.3,16.53659435,"2"
"M87018","2020",6098,5,4.6,16.53659435,"2"
"M87018","2021",6023,6,5.4,16.53659435,"2"
"M87018","2022",6348.1,6,4.3,16.53659435,"2"
"M87018","2023",6624,5,4,16.53659435,"2"
"M87018","2024",7049.5,5,4,16.53659435,"2"
"M87019","2016",7386,4,2,27.653264925,"4"
"M87019","2017",7235,4,2,28.10428019,"4"
"M87019","2018",7094,4,2,28.555295455,"4"
"M87019","2019",7001,4,2,29.00631072,"4"
"M87019","2020",6973,4,2.3,29.00631072,"4"
"M87019","2021",6846.33333333333,4,2.1,29.00631072,"4"
"M87019","2022",6606.3,3,1.6,29.00631072,"4"
"M87019","2023",6317.41666666667,3,1.4,29.00631072,"4"
"M87019","2024",6119.1,4,1.9,29.00631072,"4"
"M87020","2016",8838,6,5.2,16.7344309925,"2"
"M87020","2017",9101,6,5.2,16.934713945,"2"
"M87020","2018",9336,6,5,17.1349968975,"2"
"M87020","2019",9514,6,5,17.33527985,"2"
"M87020","2020",9624,5,4.7,17.33527985,"2"
"M87020","2021",9623.66666666667,5,4.2,17.33527985,"2"
"M87020","2022",9570.5,5,4.5,17.33527985,"2"
"M87020","2023",9524.66666666667,5,4.5,17.33527985,"2"
"M87020","2024",9474.8,5,4.2,17.33527985,"2"
"M87021","2016",6709,2,2,29.642682625,"4"
"M87021","2017",6578,3,3,30.07639643,"4"
"M87021","2018",6699,3,2.8,30.510110235,"4"
"M87021","2019",6712,3,3,30.94382404,"4"
"M87021","2020",6788,3,3,30.94382404,"4"
"M87021","2021",6890.33333333333,2,2,30.94382404,"4"
"M87021","2022",7021.2,2,2,30.94382404,"4"
"M87021","2023",7126,2,2,30.94382404,"4"
"M87021","2024",7273,2,2,30.94382404,"4"
"M87023","2016",9789,7,4.1,15.701941945,"2"
"M87023","2017",9785,6,3.4,15.9363939,"2"
"M87023","2018",9837,5,3,16.170845855,"2"
"M87023","2019",9838,4,3,16.40529781,"2"
"M87023","2020",9778,4,3,16.40529781,"2"
"M87023","2021",9740.66666666667,6,4.3,16.40529781,"2"
"M87023","2022",9629.1,4,2.9,16.40529781,"2"
"M87023","2023",9511.66666666667,4,3,16.40529781,"2"
