"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",33.09659895,132.56
"Non-dispensing",35.4846735,106.03
"Non-dispensing",37.89047926,121.04
"Non-dispensing",22.99803993,139.19
"Non-dispensing",14.79892327,125.79
"Non-dispensing",10.83640594,158.82
"Non-dispensing",19.27222919,191.03
"Non-dispensing",33.6705984,160.31
"Non-dispensing",22.11563362,159.82
"Non-dispensing",17.85595818,152.16
"Non-dispensing",27.00871626,158.84
"Non-dispensing",35.05098014,176.16
"Non-dispensing",15.85655814,172.93
"Non-dispensing",41.09091265,132.87
"Non-dispensing",31.89876489,141.04
"Non-dispensing",13.67832774,132.08
"Non-dispensing",21.09403736,142.71
"Non-dispensing",23.36949584,174.52
"Non-dispensing",42.68591959,134.48
"Non-dispensing",16.53659435,199.42
"Non-dispensing",29.00631072,139.22
"Non-dispensing",17.33527985,143.45
"Non-dispensing",30.94382404,134.43
"Non-dispensing",16.40529781,160.85
"Non-dispensing",26.14387475,151.46
"Non-dispensing",40.73879569,131.04
"Non-dispensing",36.45457046,182.27
"Non-dispensing",27.86684681,146.59
"Non-dispensing",32.86581489,140.13
"Non-dispensing",27.78994706,144.94
"Non-dispensing",27.06470296,166.68
"Non-dispensing",42.59462,109.92
"Non-dispensing",14.28017838,159.39
"Non-dispensing",19.21228207,142.67
"Non-dispensing",42.06084717,139.22
"Non-dispensing",17.08157098,157.42
"Non-dispensing",41.29668112,111.3
"Non-dispensing",35.75470781,126.8
"Non-dispensing",37.04921094,166.06
"Non-dispensing",15.1404589,132.19
"Non-dispensing",18.10646862,121.31
"Non-dispensing",27.9036404,131.89
"Non-dispensing",26.8582927,123.25
"Non-dispensing",37.19791641,141.18
"Non-dispensing",24.24079953,145.79
"Non-dispensing",42.46739416,166.95
"Non-dispensing",37.17732146,148.75
"Non-dispensing",26.99532582,167.01
"Non-dispensing",33.28313201,161.26
"Non-dispensing",39.88080098,160.12
"Non-dispensing",35.84966982,162.22
"Non-dispensing",35.8517856,142.53
"Non-dispensing",37.24243912,137.12
"Non-dispensing",46.95782507,141.17
"Non-dispensing",38.66720698,143.78
"Non-dispensing",35.7606985,138.3
"Non-dispensing",20.72523482,132.91
"Non-dispensing",33.26620536,152.23
"Non-dispensing",33.82832976,171.84
"Non-dispensing",33.02805311,133.85
"Non-dispensing",26.57309914,154.35
"Non-dispensing",18.13762234,153.23
"Non-dispensing",36.13767077,168.22
"Non-dispensing",42.35550347,342.03
"Non-dispensing",33.14258697,217.9
"Non-dispensing",32.33406635,157.59
"Non-dispensing",32.39483451,117.28
"Non-dispensing",37.46497665,137.46
"Non-dispensing",39.47013433,187.56
"Non-dispensing",37.75756008,134.17
"Non-dispensing",41.27420897,139.18
"Non-dispensing",26.84202303,136.39
"Non-dispensing",27.57074106,131.7
"Non-dispensing",41.56624063,153.5
"Non-dispensing",38.51648786,139.06
"Non-dispensing",38.48861485,132.25
"Non-dispensing",44.22928113,380.9
"Non-dispensing",37.13130635,145.13
"Non-dispensing",34.07233018,125.95
"Non-dispensing",38.77521142,160.32
"Non-dispensing",33.16312664,131.58
"Non-dispensing",40.20703523,154.43
"Non-dispensing",42.93012254,171.14
"Non-dispensing",36.74766811,138.5
"Non-dispensing",37.92428375,132.7
"Non-dispensing",35.90147178,197.51
"Non-dispensing",35.74773347,146.92
"Non-dispensing",42.26871867,163.24
"Non-dispensing",34.36137729,139.9
"Non-dispensing",36.63917467,142.97
"Non-dispensing",29.58763596,144.7
"Non-dispensing",39.2990754,170.99
"Non-dispensing",37.6422022,159.15
"Non-dispensing",24.2590998,157.28
"Non-dispensing",42.50626671,137.03
"Non-dispensing",12.059103,163.64
"Non-dispensing",12.94409761,139.06
"Non-dispensing",18.88210736,132.44
"Non-dispensing",46.62157348,170.4
"Non-dispensing",27.34267218,152.16
"Non-dispensing",5.422489259,150.31
"Non-dispensing",45.60095042,166.21
"Non-dispensing",45.38184211,160.86
"Non-dispensing",16.73782467,138.34
"Non-dispensing",8.768735204,167.84
"Non-dispensing",9.640883583,130.79
"Non-dispensing",18.78659253,125.87
"Non-dispensing",20.39513441,166.28
"Non-dispensing",25.82098605,139.43
"Non-dispensing",30.81267682,174.25
"Non-dispensing",42.12758066,157.95
"Non-dispensing",5.709274621,141.94
"Non-dispensing",8.07856463,195.44
"Non-dispensing",24.90366268,138.1
"Non-dispensing",47.98444633,134.16
"Non-dispensing",28.57536186,173.56
"Non-dispensing",22.63716185,180.88
"Non-dispensing",38.21851492,143.71
"Dispensing",22.13448852,147.1
"Non-dispensing",14.61807272,186.67
"Non-dispensing",27.44859692,142.86
"Non-dispensing",35.23698293,166.29
"Non-dispensing",39.55560809,160.75
"Non-dispensing",33.59081046,159.13
"Non-dispensing",27.73198085,138.3
"Non-dispensing",14.7342225,188.13
"Non-dispensing",39.62364513,136.26
"Non-dispensing",23.62172185,174.94
"Non-dispensing",16.40675757,142.93
"Non-dispensing",35.52004926,160.28
"Non-dispensing",21.22831572,158.83
"Non-dispensing",40.7259984,137.37
"Non-dispensing",34.53507562,180.84
"Non-dispensing",42.66414334,204.84
"Non-dispensing",16.43105263,137.65
"Non-dispensing",35.33144905,143.29
"Non-dispensing",35.85059472,171.9
"Non-dispensing",50.44507478,203.74
"Non-dispensing",44.04116829,116.81
"Non-dispensing",28.20304432,139.46
"Non-dispensing",48.65956826,135.14
"Non-dispensing",43.82024556,121.41
"Non-dispensing",42.9196462,147.92
"Non-dispensing",30.87731426,155.45
"Non-dispensing",39.55596494,163.7
"Non-dispensing",29.82538032,126.86
"Non-dispensing",39.73033672,119.64
"Non-dispensing",26.62302592,152.59
"Non-dispensing",38.02418008,154.56
"Non-dispensing",28.19623465,160.46
"Non-dispensing",37.69390443,134.69
"Non-dispensing",43.84051132,124.34
"Non-dispensing",6.296418147,154.64
"Non-dispensing",25.75525836,126.7
"Non-dispensing",42.61541849,130.36
"Non-dispensing",40.17855726,133.63
"Non-dispensing",21.78032476,130.02
"Non-dispensing",41.17965926,201.42
"Non-dispensing",39.7277516,167.53
"Non-dispensing",22.53921172,124.3
"Non-dispensing",43.19853701,138.09
"Non-dispensing",39.93747877,137.27
"Non-dispensing",40.39189756,127.68
"Non-dispensing",27.8039808,154.86
"Non-dispensing",36.52108948,161.29
"Non-dispensing",21.34489514,140.96
"Non-dispensing",34.48389476,143.51
"Non-dispensing",17.92259455,164.38
"Non-dispensing",30.1565779,163.89
"Non-dispensing",14.38388653,145.51
"Non-dispensing",15.53750153,154.61
"Non-dispensing",34.54760185,145.35
"Non-dispensing",38.75961714,147.3
"Non-dispensing",31.62128745,125.75
"Non-dispensing",38.59936571,132.21
"Non-dispensing",38.70069336,127.23
"Non-dispensing",40.11078308,143.9
"Non-dispensing",30.397569,124.58
"Non-dispensing",29.86602113,155.57
"Non-dispensing",37.69592246,158.89
"Non-dispensing",23.87127069,199.85
"Non-dispensing",30.79391454,142.32
"Non-dispensing",36.07020889,140.88
"Non-dispensing",31.82594299,134.56
"Non-dispensing",32.07483595,128.25
"Non-dispensing",20.8946677,144.65
"Non-dispensing",22.76483679,136.99
"Non-dispensing",33.92417674,126.1
"Non-dispensing",29.20865231,131.86
"Non-dispensing",38.18712799,156.72
"Non-dispensing",40.02834507,151.79
"Non-dispensing",30.57219133,125.91
"Non-dispensing",42.48235273,176.99
"Non-dispensing",31.43557143,141.65
"Non-dispensing",41.0543729,134.44
"Non-dispensing",41.82417301,140.75
"Non-dispensing",13.50777591,227.49
"Non-dispensing",6.519949105,156.13
"Non-dispensing",12.7977799,170.99
"Dispensing",13.71195148,342.54
"Non-dispensing",17.9936518,148.43
"Non-dispensing",10.94928669,187.51
"Non-dispensing",10.75661612,155.71
"Non-dispensing",14.15011628,187.33
"Non-dispensing",24.09347885,179.54
"Non-dispensing",23.35612277,162.09
"Non-dispensing",17.51187248,171.63
"Non-dispensing",7.066151117,134.69
"Non-dispensing",27.65472561,146.39
"Dispensing",8.178887648,227.64
"Non-dispensing",44.99285503,197.4
"Non-dispensing",9.988837739,150.02
"Non-dispensing",7.485777112,165.28
"Non-dispensing",27.50227453,177.19
"Non-dispensing",14.79064209,159.13
"Non-dispensing",14.72284415,166.81
"Non-dispensing",19.10387446,127.92
"Non-dispensing",16.38158897,176.17
"Dispensing",11.298354,234.43
"Non-dispensing",8.912273527,176.08
"Non-dispensing",11.48353513,165.94
"Non-dispensing",4.600723435,195.74
"Non-dispensing",14.410871,150.15
"Non-dispensing",25.84421114,171.21
"Non-dispensing",23.63150957,175.69
"Non-dispensing",32.76644749,146.19
"Dispensing",14.90724747,320.04
"Non-dispensing",14.27118768,163.28
"Non-dispensing",27.65121859,150.6
"Non-dispensing",23.85590291,152.54
"Non-dispensing",9.228123677,156.89
"Non-dispensing",20.22076471,141.86
"Non-dispensing",29.44141971,163.65
"Non-dispensing",14.2497864,147.35
"Non-dispensing",13.84845932,162
"Non-dispensing",30.13720231,142.4
"Dispensing",13.39319814,181.86
"Non-dispensing",21.12041154,151.6
"Non-dispensing",15.53488242,171.75
"Non-dispensing",16.07639501,156.37
"Non-dispensing",25.92262812,164.48
"Non-dispensing",39.58722906,155.54
"Non-dispensing",15.67732836,169.5
"Non-dispensing",29.28015481,171.63
"Non-dispensing",29.94145151,158.39
"Non-dispensing",12.99010938,140.07
"Non-dispensing",13.16684443,179.15
"Non-dispensing",19.23384248,153.99
"Non-dispensing",16.10894606,175.16
"Non-dispensing",33.9281078,155.72
"Non-dispensing",36.81270762,174.08
"Non-dispensing",28.42997748,161.87
"Non-dispensing",32.48194264,160.37
"Non-dispensing",13.61848896,150.19
"Non-dispensing",27.30380295,152.37
"Dispensing",10.47624187,381.81
"Non-dispensing",16.7788588,167.72
"Dispensing",10.83400148,329.72
"Non-dispensing",34.98904268,152.33
"Non-dispensing",30.94952414,145.35
"Non-dispensing",9.571147578,141.3
"Dispensing",8.010793394,230.44
"Non-dispensing",20.45272689,158.02
"Non-dispensing",21.99992038,168.55
"Non-dispensing",18.11382701,150.86
"Non-dispensing",20.39787522,180.24
"Non-dispensing",24.78814499,138.73
"Non-dispensing",10.53759897,150.94
"Non-dispensing",16.16043007,199.04
"Non-dispensing",7.829880924,146.97
"Non-dispensing",12.64025506,152.11
"Non-dispensing",16.94661967,162.98
"Non-dispensing",24.18215918,175.31
"Non-dispensing",14.00806612,183.46
"Non-dispensing",20.06825164,166.76
"Non-dispensing",23.6300085,167.95
"Non-dispensing",39.418339,158.54
"Non-dispensing",29.05487687,158.46
"Non-dispensing",12.13356348,154.52
"Non-dispensing",14.01128582,149.81
"Non-dispensing",23.23734187,143.9
"Non-dispensing",7.089175526,129.44
"Non-dispensing",19.34534116,155.22
"Non-dispensing",11.51814776,220.03
"Non-dispensing",21.01270105,145.5
"Non-dispensing",21.73500027,160.83
"Non-dispensing",27.12436094,143.97
"Non-dispensing",32.34780764,148.89
"Non-dispensing",14.94361238,164.62
"Non-dispensing",36.47853116,139.32
"Dispensing",7.082192752,227.66
"Non-dispensing",19.82444346,161.2
"Non-dispensing",11.12375323,127.03
"Non-dispensing",28.82137639,162.57
"Non-dispensing",13.96426984,171.7
"Non-dispensing",26.69494482,185.45
"Non-dispensing",38.9182274,149.14
"Dispensing",17.02595611,310.98
"Non-dispensing",38.26337967,145.34
"Dispensing",7.730590945,150.89
"Dispensing",10.13661023,170.24
"Non-dispensing",38.43005999,191.61
"Non-dispensing",32.37054266,166.6
"Non-dispensing",16.09486912,155.91
"Non-dispensing",31.88848017,146.86
"Non-dispensing",13.73291461,136.33
"Non-dispensing",36.42135656,175.64
"Non-dispensing",17.59855944,127.02
"Non-dispensing",52.37298663,193.99
"Non-dispensing",53.41902739,185.7
"Non-dispensing",50.17548082,180.44
"Non-dispensing",41.84926568,199.57
"Non-dispensing",21.14330543,157.61
"Non-dispensing",62.75967079,182
"Non-dispensing",27.40059058,153.7
"Non-dispensing",54.37046084,164.94
"Non-dispensing",54.89415222,163.7
"Non-dispensing",55.33712007,198.07
"Non-dispensing",29.08188112,174.92
"Non-dispensing",19.26648858,169.27
"Non-dispensing",55.17386664,179.73
"Non-dispensing",38.91565007,196.09
"Non-dispensing",26.94760565,166.7
"Non-dispensing",55.14210064,177.67
"Non-dispensing",34.80999056,173.63
"Non-dispensing",17.54829272,149.41
"Non-dispensing",25.5384045,192.69
"Non-dispensing",40.22624942,159.28
"Non-dispensing",59.24808292,210.97
"Non-dispensing",62.09347696,173.12
"Non-dispensing",38.47539482,179.02
"Non-dispensing",56.87940464,183.9
"Non-dispensing",29.63305874,169.63
"Non-dispensing",46.73413155,179.63
"Non-dispensing",47.15777344,176.83
"Non-dispensing",29.55298827,179.49
"Non-dispensing",23.06401212,166.72
"Non-dispensing",53.33626444,162.89
"Non-dispensing",20.67962795,173.97
"Non-dispensing",61.87836274,180.93
"Non-dispensing",44.0072284,185.87
"Non-dispensing",21.20452249,196.88
"Non-dispensing",45.81569181,173.99
"Non-dispensing",57.29216869,191.6
"Non-dispensing",57.96404891,167.42
"Non-dispensing",61.46635388,190.53
"Non-dispensing",24.87365207,156.32
"Non-dispensing",58.09345991,238.01
"Non-dispensing",39.23162981,154.39
"Non-dispensing",41.96405706,161.74
"Non-dispensing",27.39764957,171.76
"Non-dispensing",54.22155705,164.97
"Non-dispensing",53.32558174,165.94
"Non-dispensing",55.114233,141.69
"Non-dispensing",48.51247514,221.72
"Non-dispensing",55.0188729,173.74
"Non-dispensing",23.88310938,193.39
"Non-dispensing",42.11303077,192.47
"Non-dispensing",42.46864189,170.94
"Non-dispensing",63.80327628,231
"Non-dispensing",56.17562183,203.52
"Non-dispensing",68.72101509,195.05
"Non-dispensing",65.10443302,190.07
"Non-dispensing",60.22303939,185.17
"Non-dispensing",37.95795146,184.8
"Non-dispensing",21.79064939,160.81
"Non-dispensing",18.24392061,157.71
"Non-dispensing",16.93737477,153.37
"Non-dispensing",51.46606091,194.75
"Non-dispensing",52.10604597,172.93
"Non-dispensing",59.81503097,146.42
"Non-dispensing",60.82609753,198.53
"Non-dispensing",29.68730919,167.4
"Non-dispensing",30.51688704,144.65
"Non-dispensing",27.56843147,158.48
"Non-dispensing",43.55073896,206.67
"Non-dispensing",39.12309444,149.35
"Non-dispensing",56.30779378,173.94
"Non-dispensing",53.64429297,141.93
"Non-dispensing",37.30976099,164.01
"Non-dispensing",56.28239607,165.85
"Non-dispensing",64.95702979,188.92
"Non-dispensing",53.9939223,198.45
"Non-dispensing",53.55076549,165.18
"Non-dispensing",39.9596575,167.31
"Non-dispensing",21.81042294,161.82
"Non-dispensing",58.5084167,157.33
"Non-dispensing",65.24860477,255.65
"Non-dispensing",58.09962848,163.91
"Non-dispensing",60.50220241,169.71
"Non-dispensing",22.4083829,154.3
"Non-dispensing",51.48658595,201.52
"Non-dispensing",36.6659522,154.06
"Non-dispensing",29.47322444,147.76
"Non-dispensing",36.29759661,194.78
"Non-dispensing",31.00884838,155.04
"Non-dispensing",36.68982849,150.29
"Non-dispensing",37.7305128,179.56
"Non-dispensing",45.32687176,145.22
"Non-dispensing",55.87141632,199.42
"Non-dispensing",18.2024757,147.4
"Non-dispensing",32.38957999,160.35
"Non-dispensing",33.6907112,203.79
"Non-dispensing",43.55617179,200.56
"Non-dispensing",51.28882798,195.24
"Non-dispensing",37.52473566,169.5
"Non-dispensing",57.81512768,173.92
"Non-dispensing",13.08220098,170.17
"Non-dispensing",26.44189406,215.89
"Non-dispensing",39.19177114,159.13
"Non-dispensing",45.66113006,192.91
"Non-dispensing",32.73418563,176.59
"Non-dispensing",59.18200226,235.91
"Non-dispensing",37.61051572,255.84
"Non-dispensing",31.171858,187.42
"Non-dispensing",37.14793422,212.31
"Non-dispensing",37.59744088,171.4
"Non-dispensing",38.98703925,193.93
"Non-dispensing",49.68355023,217.17
"Non-dispensing",56.14603765,210.78
"Non-dispensing",32.60021021,342.79
"Non-dispensing",13.81109671,174.08
"Non-dispensing",43.03043907,328.95
"Non-dispensing",32.38673529,140.14
"Non-dispensing",26.81069852,192.47
"Non-dispensing",14.76001846,152.71
"Non-dispensing",34.59477673,146.27
"Non-dispensing",20.48737079,138.99
"Non-dispensing",30.04443322,148.36
"Non-dispensing",55.00091653,190.69
"Non-dispensing",54.93717797,190.46
"Non-dispensing",33.92027729,188.92
"Non-dispensing",29.37579671,181.37
"Non-dispensing",41.44375653,181.28
"Non-dispensing",38.08443249,186.85
"Non-dispensing",48.86809013,268.52
"Non-dispensing",18.18013324,135.47
"Non-dispensing",25.71625703,172.8
"Non-dispensing",38.80908567,140.05
"Non-dispensing",52.45162352,234.9
"Non-dispensing",56.14193373,220.61
"Non-dispensing",28.59144849,149.88
"Non-dispensing",33.96336037,135.88
"Non-dispensing",43.65387857,185.04
"Non-dispensing",21.13237477,142.05
"Non-dispensing",36.59512351,218.49
"Non-dispensing",21.46562141,151.54
"Non-dispensing",49.12781182,155.66
"Non-dispensing",12.86475154,155.89
"Non-dispensing",40.94076819,154.58
"Non-dispensing",24.57078212,160.56
"Non-dispensing",9.6054615,206.62
"Non-dispensing",31.94336611,159.18
"Non-dispensing",20.67579286,171.57
"Non-dispensing",16.11693333,146.94
"Non-dispensing",25.52414691,149.86
"Non-dispensing",16.43284198,183.24
"Non-dispensing",24.05457953,173.32
"Non-dispensing",19.24345766,189.73
"Non-dispensing",52.22679022,162.76
"Non-dispensing",57.81568173,173.32
"Non-dispensing",18.74857716,186.85
"Non-dispensing",9.367532537,162.96
"Non-dispensing",50.19989498,154.28
"Non-dispensing",17.53261779,158.77
"Non-dispensing",31.32944372,157.87
"Non-dispensing",45.30313014,163.27
"Non-dispensing",17.22096727,188.52
"Non-dispensing",13.49097771,168.82
"Non-dispensing",19.37393361,126.71
"Non-dispensing",39.07576751,143.05
"Non-dispensing",54.39626584,177.71
"Non-dispensing",42.52545452,164.79
"Non-dispensing",53.02255588,153.85
"Non-dispensing",36.03102298,162.34
"Non-dispensing",18.37748749,176.3
"Non-dispensing",49.47533662,166.62
"Non-dispensing",20.91866114,142.97
"Non-dispensing",59.3280374,138.38
"Non-dispensing",38.90752685,158.44
"Non-dispensing",17.88498744,200.18
"Non-dispensing",18.69071232,208.82
"Non-dispensing",47.43615756,181.81
"Non-dispensing",19.8307799,172.77
"Non-dispensing",9.358772521,71.35
"Non-dispensing",29.92765064,141.59
"Non-dispensing",18.26367693,183.79
"Non-dispensing",11.6899873,281.18
"Non-dispensing",20.52947865,141.47
"Non-dispensing",42.63217947,127.12
"Non-dispensing",13.1689004,152.45
"Non-dispensing",17.76850818,165.91
"Non-dispensing",17.12283372,178.57
"Non-dispensing",18.52361771,179.05
"Non-dispensing",9.836758177,160.76
"Non-dispensing",12.20380772,182.86
"Non-dispensing",35.04229639,156.24
"Non-dispensing",32.16618687,193.53
"Non-dispensing",21.42559543,175.19
"Non-dispensing",24.75569284,190.8
"Non-dispensing",37.80638687,180.73
"Non-dispensing",45.39666326,164.78
"Non-dispensing",51.98702804,220.2
"Non-dispensing",27.08130728,190.35
"Non-dispensing",51.84142637,172.3
"Non-dispensing",40.69109063,178.7
"Non-dispensing",57.27353392,220.83
"Non-dispensing",25.66570311,160.92
"Non-dispensing",34.5930261,168.32
"Non-dispensing",44.1310974,180.07
"Non-dispensing",26.15321129,198.32
"Non-dispensing",41.97710326,204.58
"Non-dispensing",31.24732839,133.43
"Non-dispensing",49.18518144,197.28
"Non-dispensing",10.20857323,173.33
"Non-dispensing",42.29055538,158.84
"Non-dispensing",58.60357272,164.69
"Non-dispensing",31.56347475,353.58
"Non-dispensing",39.11456622,177.59
"Non-dispensing",25.09697279,155.63
"Non-dispensing",19.32898908,185.43
"Non-dispensing",29.42154947,180.77
"Non-dispensing",37.44317877,206.84
"Non-dispensing",25.46756478,166.26
"Non-dispensing",19.16430658,169.8
"Non-dispensing",24.31397411,171.71
"Non-dispensing",12.12771394,146.85
"Non-dispensing",40.63594602,189.52
"Non-dispensing",12.79552698,165.57
"Non-dispensing",25.78177237,199.58
"Non-dispensing",48.27601317,209.69
"Non-dispensing",53.80529172,152.52
"Non-dispensing",21.68738731,169.55
"Non-dispensing",57.77793575,177.56
"Non-dispensing",50.41840586,164.86
"Non-dispensing",34.0515925,147.91
"Non-dispensing",32.6836494,174.78
"Dispensing",20.7206171,138.81
"Non-dispensing",17.18349687,165.99
"Non-dispensing",30.90484048,147.92
"Dispensing",11.29747525,316.49
"Non-dispensing",39.80965753,166.16
"Non-dispensing",9.071198768,155.12
"Non-dispensing",19.18063242,163.84
"Non-dispensing",12.06467789,149.28
"Non-dispensing",15.32445224,176.63
"Non-dispensing",52.843693,165.1
"Dispensing",8.537253728,202.57
"Non-dispensing",11.11603465,167
"Non-dispensing",41.14471923,179.67
"Non-dispensing",32.03468424,143.56
"Non-dispensing",32.59260841,161
"Non-dispensing",33.42169734,213.44
"Dispensing",11.9033613,188.58
"Non-dispensing",22.12254778,216.96
"Non-dispensing",33.0623945,183.95
"Non-dispensing",19.01989226,174.91
"Non-dispensing",48.40216025,130.79
"Non-dispensing",33.971776,178.28
"Non-dispensing",15.82940548,185.33
"Non-dispensing",22.35763832,182.58
"Non-dispensing",37.61749851,141.29
"Non-dispensing",7.440777576,169.94
"Non-dispensing",11.24416689,148.92
"Non-dispensing",60.00729864,201.06
"Non-dispensing",61.12008171,173.96
"Non-dispensing",21.70140709,168.66
"Non-dispensing",11.31915182,153.23
"Non-dispensing",37.66859273,186.8
"Non-dispensing",37.479172,157.16
"Non-dispensing",31.30863335,163.58
"Non-dispensing",24.75352454,179.09
"Non-dispensing",39.50875267,180.87
"Non-dispensing",12.07299127,173.54
"Non-dispensing",21.3190981,173.17
"Non-dispensing",32.65878466,160.31
"Non-dispensing",12.64322949,185.68
"Non-dispensing",34.42868776,163.77
"Non-dispensing",20.65754489,162.74
"Non-dispensing",56.9447426,182.94
"Non-dispensing",23.96955444,167.67
"Non-dispensing",46.18068154,176.6
"Non-dispensing",19.95460457,163.86
"Dispensing",12.97241014,209.42
"Non-dispensing",32.31123152,144.27
"Non-dispensing",44.82926059,158.63
"Non-dispensing",36.12918128,194.2
"Non-dispensing",24.55453585,189.82
"Non-dispensing",37.27375319,198.46
"Non-dispensing",18.50693413,163.4
"Non-dispensing",11.77208548,218.35
"Non-dispensing",20.42917367,142.9
"Non-dispensing",15.94594209,185.69
"Non-dispensing",38.17670162,178.93
"Non-dispensing",16.7000276,180.68
"Non-dispensing",16.46422926,160.96
"Non-dispensing",15.21471201,157.59
"Non-dispensing",37.49496941,193.8
"Dispensing",16.83782551,296.55
"Non-dispensing",24.5244557,155.46
"Non-dispensing",42.95073393,235.11
"Non-dispensing",24.68067498,186.01
"Non-dispensing",36.34289419,155.07
"Non-dispensing",6.730666619,163.37
"Non-dispensing",19.36383504,141.48
"Dispensing",13.03803919,213.38
"Non-dispensing",19.85159383,158.64
"Non-dispensing",11.57353193,159.66
"Non-dispensing",23.27838098,169.41
"Non-dispensing",11.22847723,166.38
"Non-dispensing",57.79222141,171.27
"Non-dispensing",20.14721552,168.58
"Non-dispensing",22.63699046,141.06
"Non-dispensing",27.5022193,152.39
"Non-dispensing",39.81769398,133.02
"Non-dispensing",29.50658109,184.24
"Non-dispensing",21.6773195,156.53
"Non-dispensing",14.41835592,156.89
"Non-dispensing",14.33430063,173.82
"Non-dispensing",30.7828721,148.09
"Non-dispensing",26.71887596,152.72
"Non-dispensing",17.75835108,176.62
"Non-dispensing",26.68195167,156.59
"Non-dispensing",42.66176889,152.62
"Non-dispensing",12.87368796,180.94
"Non-dispensing",32.06715406,173.77
"Non-dispensing",10.80348983,161.37
"Non-dispensing",45.28375987,156.73
"Non-dispensing",12.7236657,169.43
"Non-dispensing",22.53304113,232.45
"Non-dispensing",13.29289144,188.51
"Non-dispensing",18.9118741,139.23
"Non-dispensing",12.6569223,220.81
"Non-dispensing",41.12798048,197.53
"Non-dispensing",42.32991108,148.92
"Non-dispensing",36.10006302,144.4
"Non-dispensing",38.58763019,143.32
"Non-dispensing",42.44234515,138.12
"Non-dispensing",31.88340888,161.57
"Non-dispensing",44.55673544,133.87
"Non-dispensing",9.657041784,165.7
"Non-dispensing",38.58824483,174.15
"Non-dispensing",15.78943044,171
"Non-dispensing",30.26297362,160.51
"Non-dispensing",17.97148847,171.06
"Non-dispensing",50.15354136,233.46
"Non-dispensing",42.75245538,171.38
"Dispensing",13.39593911,187.84
"Non-dispensing",20.67026903,172.65
"Non-dispensing",12.14094214,167.95
"Non-dispensing",31.54259223,161.7
"Non-dispensing",36.17705727,160.79
"Non-dispensing",28.69433866,134.12
"Non-dispensing",34.20528383,146.55
"Non-dispensing",24.20656643,212.8
"Non-dispensing",22.99418974,148.69
"Non-dispensing",28.50618193,137.41
"Non-dispensing",32.12284405,149.27
"Dispensing",16.31136634,358.41
"Non-dispensing",38.27926445,134.61
"Non-dispensing",25.1412575,138.45
"Non-dispensing",12.16707043,155.78
"Non-dispensing",36.86907492,143.1
"Non-dispensing",7.860532249,158.56
"Non-dispensing",30.19082642,155.47
"Non-dispensing",39.64890967,211.71
"Non-dispensing",12.45783378,151.16
"Non-dispensing",33.5165474,183.21
"Non-dispensing",36.39853113,112.58
"Non-dispensing",35.26531969,156.71
"Non-dispensing",24.38348397,125.97
"Non-dispensing",7.034785957,178.01
"Non-dispensing",8.722806588,176.96
"Non-dispensing",45.61513583,148.04
"Non-dispensing",8.438468308,141.42
"Non-dispensing",30.27218514,148.02
"Non-dispensing",22.84452528,169.56
"Non-dispensing",33.47847655,163.34
"Non-dispensing",42.97940696,139.95
"Non-dispensing",46.43661353,136.44
"Non-dispensing",9.18130821,165.47
"Non-dispensing",35.638083,143.85
"Non-dispensing",36.47698215,167.15
"Non-dispensing",35.2203838,135.04
"Non-dispensing",41.2004923,137.18
"Non-dispensing",43.75996663,146.08
"Non-dispensing",28.08917447,152.29
"Non-dispensing",42.33428102,167.11
"Dispensing",17.94202493,215.81
"Non-dispensing",42.89582763,140.59
"Non-dispensing",47.52608641,155.36
"Non-dispensing",41.72159427,172.51
"Non-dispensing",17.89657884,262.52
"Non-dispensing",29.64741692,158.8
"Non-dispensing",14.96803488,151.91
"Non-dispensing",20.16293571,123.32
"Non-dispensing",17.57668265,198.13
"Non-dispensing",23.41249669,148.8
"Non-dispensing",30.33253114,150.47
"Non-dispensing",16.16164854,136.97
"Non-dispensing",42.13765236,148.25
"Non-dispensing",36.33394228,142.28
"Non-dispensing",50.19160805,165
"Non-dispensing",37.21384366,172.61
"Non-dispensing",38.01743426,139.47
"Non-dispensing",20.62590282,147.73
"Non-dispensing",39.14189902,145.93
"Non-dispensing",17.65571659,141.62
"Non-dispensing",22.78738998,157.2
"Non-dispensing",30.23260547,155.77
"Non-dispensing",42.43327444,164.98
"Non-dispensing",31.25111351,175.8
"Non-dispensing",39.48385647,133.3
"Non-dispensing",34.39215414,163.14
"Non-dispensing",42.78262642,153.74
"Non-dispensing",42.70079328,138.09
"Non-dispensing",25.00941397,159.7
"Non-dispensing",16.07149771,153.7
"Non-dispensing",23.18892403,159.58
"Non-dispensing",42.92192642,153.65
"Non-dispensing",32.0358463,135.19
"Non-dispensing",29.3009018,170.79
"Non-dispensing",43.17409783,161.57
"Non-dispensing",13.33446417,153.06
"Non-dispensing",29.90853616,151.45
"Non-dispensing",44.36881462,174.66
"Non-dispensing",41.61886414,169.35
"Non-dispensing",21.14193239,157.31
"Non-dispensing",42.5274279,142.69
"Non-dispensing",9.765724507,150.63
"Non-dispensing",23.81770844,146.13
"Non-dispensing",41.80974674,146.84
"Non-dispensing",33.21877551,166.42
"Non-dispensing",39.84335268,126.63
"Non-dispensing",25.49847836,148.37
"Non-dispensing",41.75231776,133.3
"Non-dispensing",35.51604621,129.73
"Non-dispensing",45.65011905,122.91
"Non-dispensing",47.38081543,157.12
